Ref_ID,Ref_DOI_number,Cell_stack_sequence,Cell_area_measured,Perovskite_composition_a_ions,Perovskite_composition_b_ions,Perovskite_composition_c_ions,Perovskite_composition_short_form,Perovskite_band_gap,Perovskite_deposition_solvents,DMF/DMSO,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE
11716,10.1039/c7ee01675a,SLG | FTO | NiMgLiO | Perovskite | PCBM-60 | TiO2-c | Ag,0.25,FA,Pb,I,FAPbI,1.48,DMF; DMSO,5,0.91,19.57,0.741,13.24
23517,10.1039/c7ta08824h,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,2.333333333,1.01,20.5,0.629,13.02
34004,10.1039/c9se00153k,PET | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.86,15.98,0.71,9.78
30217,10.1039/c9ta12890e,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.98,20.46,0.616,12.35
19352,10.1126/science.aat3583,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,0.1024,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.88,23.29,0.53,10.86
19353,10.1126/science.aat3583,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,0.1024,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.92,22.05,0.46,9
31417,10.1039/c7ta01203a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.14,MA,Pb,I,MAPbI,1.481,DMF; DMSO,9,1.1,22.31,0.69,16.89
31418,10.1039/c7ta01203a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.14,MA,Pb,I,MAPbI,1.481,DMF; DMSO,9,1.11,22.76,0.65,16.28
31414,10.1039/c7ta01203a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.14,MA,Pb,I,MAPbI,1.481,DMF; DMSO,9,1.11,22.83,0.69,17.27
31416,10.1039/c7ta01203a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.14,MA,Pb,I,MAPbI,1.481,DMF; DMSO,9,1.11,22.85,0.72,18.23
31415,10.1039/c7ta01203a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.14,MA,Pb,I,MAPbI,1.481,DMF; DMSO,9,1.11,23.33,0.74,17.2
31413,10.1039/c7ta01203a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.14,MA,Pb,I,MAPbI,1.481,DMF; DMSO,9,1.11,23.54,0.7,18.36
31411,10.1039/c7ta01203a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.14,MA,Pb,I,MAPbI,1.486,DMF; DMSO,9,1.08,21.92,0.73,17.3
31412,10.1039/c7ta01203a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.14,MA,Pb,I,MAPbI,1.486,DMF; DMSO,9,1.09,21.77,0.71,16.87
17385,10.1126/science.aaf9717,SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Au,0.12,FA,Pb,I,FAPbI,1.498,DMF; DMSO,1.857142857,0.099,6.566,0.334,0.5
32640,10.1002/adfm.201900265,SLG | ITO | ZnO-c | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Pb,I,MAPbI,1.5,DMF; DMSO,9,0.68,12.63,0.231,1.98
32641,10.1002/adfm.201900265,SLG | ITO | ZnO-c | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Pb,I,MAPbI,1.5,DMF; DMSO,9,0.96,22.43,0.568,12.23
32642,10.1002/adfm.201900265,SLG | ITO | ZnO-c | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Pb,I,MAPbI,1.5,DMF; DMSO,9,1,23.03,0.706,16.47
32649,10.1002/adfm.201900265,SLG | ITO | ZnO-c | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Pb,I,MAPbI,1.5,DMF; DMSO,9,1.01,23.5,0.722,16.68
32652,10.1002/adfm.201900265,SLG | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Pb,I,MAPbI,1.5,DMF; DMSO,9,1.03,22.54,0.719,16.69
41050,10.1002/adfm.201901296,SLG | ITO | C60 | Perovskite | IDF-TeDPA | MoO3 | Ag,0.04,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.92,20.8,0.666,12.7
41049,10.1002/adfm.201901296,SLG | ITO | C60 | Perovskite | IDF-DiDPA | MoO3 | Ag,0.04,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.96,20.8,0.725,14.5
41045,10.1002/adfm.201901296,SLG | ITO | C60 | Perovskite | IDF-SFXPh | MoO3 | Ag,0.04,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.03,21,0.688,14.9
41048,10.1002/adfm.201901296,SLG | ITO | C60 | Perovskite | IDF-SFXPh | MoO3 | Ag,0.04,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.03,21.1,0.718,15.7
41047,10.1002/adfm.201901296,SLG | ITO | C60 | Perovskite | IDF-SFXPh | MoO3 | Ag,0.04,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.05,21.4,0.733,16.5
41046,10.1002/adfm.201901296,SLG | ITO | C60 | Perovskite | IDF-SFXPh | MoO3 | Ag,0.04,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.05,21.5,0.773,17.6
41052,10.1002/adfm.201901296,SLG | ITO | C60 | Perovskite | IDF-SFXPh | MoO3 | Ag,0.04,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.05,21.5,0.773,17.6
41051,10.1002/adfm.201901296,SLG | ITO | C60 | Perovskite | Spiro-MeOTAD | Ag,0.04,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.07,21.2,0.773,17.6
41053,10.1002/adfm.201901296,SLG | ITO | C60 | Perovskite | Spiro-MeOTAD | Ag,0.04,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.07,21.2,0.773,17.6
31758,10.1002/aenm.201601768,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.06,21.8,0.706,16.3
31760,10.1002/aenm.201601768,SLG | ITO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.06,22.8,0.667,16.1
31759,10.1002/aenm.201601768,SLG | ITO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.09,23,0.75,18.8
31757,10.1002/aenm.201601768,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.1,22.3,0.771,18.9
35448,10.1002/aenm.201700823,SLG | ITO | SnO2-c | C60 | Perovskite | PPyra-ACD | MoO3 | Ag,0.102,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.46,3.25,0.322,0.48
35447,10.1002/aenm.201700823,SLG | ITO | SnO2-c | C60 | Perovskite | PPyra-ACD | MoO3 | Ag,0.102,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.77,11.28,0.577,5.01
35446,10.1002/aenm.201700823,SLG | ITO | SnO2-c | C60 | Perovskite | PPyra-XA | MoO3 | Ag,0.102,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.94,13.61,0.714,9.13
35450,10.1002/aenm.201700823,SLG | ITO | SnO2-c | C60 | Perovskite | Spiro-MeOTAD | MoO3 | Ag,0.102,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1,12.38,0.687,8.51
35444,10.1002/aenm.201700823,SLG | ITO | SnO2-c | C60 | Perovskite | PPyra-TXA | MoO3 | Ag,0.102,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.02,15.82,0.726,11.7
35449,10.1002/aenm.201700823,SLG | ITO | SnO2-c | C60 | Perovskite | Spiro-MeOTAD | MoO3 | Ag,0.102,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.06,20.24,0.753,16.15
35445,10.1002/aenm.201700823,SLG | ITO | SnO2-c | C60 | Perovskite | PPyra-XA | MoO3 | Ag,0.102,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.07,19.1,0.787,16.08
35443,10.1002/aenm.201700823,SLG | ITO | SnO2-c | C60 | Perovskite | PPyra-TXA | MoO3 | Ag,0.102,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.1,20.6,0.797,18.06
22228,10.1002/aenm.201703519,PEN | ITO | NiO-np | Perovskite | C60 | BCP | Ag,0.08,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.043,20.8,0.68,14.23
22220,10.1002/aenm.201703519,SLG | ITO | NiO-np | Perovskite | C60 | BCP | Ag,0.08,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.049,21.48,0.74,16.67
22227,10.1002/aenm.201703519,PEN | ITO | NiO-np | Perovskite | C60 | BCP | Ag,0.08,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.07,21.23,0.72,16.22
22230,10.1002/aenm.201703519,PEN | ITO | NiO-np | Perovskite | C60 | BCP | Ag,0.08,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.072,21.18,0.71,15.71
22219,10.1002/aenm.201703519,SLG | ITO | NiO-np | Perovskite | C60 | BCP | Ag,0.08,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.09,21.74,0.77,18.18
22222,10.1002/aenm.201703519,SLG | ITO | NiO-np | Perovskite | C60 | BCP | Ag,0.08,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.097,21.96,0.78,18.76
22229,10.1002/aenm.201703519,PEN | ITO | NiO-np | Perovskite | C60 | BCP | Ag,0.08,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.1,21.45,0.74,17.31
22221,10.1002/aenm.201703519,SLG | ITO | NiO-np | Perovskite | C60 | BCP | Ag,0.08,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.12,22.28,0.78,20.26
22224,10.1002/aenm.201703519,SLG | ITO | NiO-np | Perovskite | C60 | BCP | Ag,1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.042,20.98,0.71,15.16
22223,10.1002/aenm.201703519,SLG | ITO | NiO-np | Perovskite | C60 | BCP | Ag,1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.07,21.39,0.74,16.68
22226,10.1002/aenm.201703519,SLG | ITO | NiO-np | Perovskite | C60 | BCP | Ag,1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.074,21.41,0.73,16.57
22225,10.1002/aenm.201703519,SLG | ITO | NiO-np | Perovskite | C60 | BCP | Ag,1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2,1.1,21.78,0.75,18.01
2800,10.1002/cssc.201601683,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | DPA-TPM | Au,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,0.185185185,0.85,13.86,0.56,6.67
2801,10.1002/cssc.201601683,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | TPA-TPM | Au,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,0.184956843,1.05,18.71,0.71,13.9
2802,10.1002/cssc.201601683,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-TPM | Au,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,0.184729064,1.02,19.58,0.73,14.64
2793,10.1002/cssc.201601683,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Ph-TPM | Au,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,0.176470588,0.87,12.82,0.42,4.62
2794,10.1002/cssc.201601683,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | DPA-TPM | Au,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,0.174418605,0.92,15.81,0.64,9.33
2795,10.1002/cssc.201601683,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | TPA-TPM | Au,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,0.172413793,1.07,19.19,0.73,15.06
2796,10.1002/cssc.201601683,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,0.170454545,1.06,19.49,0.75,15.49
2799,10.1002/cssc.201601683,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Ph-TPM | Au,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,0.168539326,0.79,8.22,0.45,2.87
22441,10.1002/cssc.201700678,SLG | FTO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.13,22.45,0.74,18.59
22442,10.1002/cssc.201700678,SLG | FTO | SnO2-np | Perovskite | Cz-OMeTAD | Au,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.14,22.26,0.71,17.81
1877,10.1002/cssc.201700880,SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,5,0.95,19.97,0.78,14
8307,10.1002/smll.201804692,SLG | ITO | PTAA | Perovskite | PCBM-60 | BCP | Au,0.04,MA,Pb,I,MAPbI,1.5,DMF; DMSO,9,1.03,23.11,0.765,18.16
8308,10.1002/smll.201804692,SLG | ITO | PTAA | Perovskite | PCBM-60; Sb-Carbon-nw | BCP | Au,0.04,MA,Pb,I,MAPbI,1.5,DMF; DMSO,9,1.04,23.46,0.787,19.26
24280,10.1016/j.dyepig.2017.08.007,SLG | ITO | Perovskite | PCBM-60 | C60 | BCP | Ag,0.06,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.936,18,0.543,9.11
24279,10.1016/j.dyepig.2017.08.007,SLG | ITO | TTA | Perovskite | PCBM-60 | C60 | BCP | Ag,0.06,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.04,20.6,0.744,16
38694,10.1016/j.electacta.2018.04.055,SLG | ITO | PEDOT:PSS | PEI | Perovskite | PCBM-60 | BCP | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.9,20.6,0.75,13.9
38693,10.1016/j.electacta.2018.04.055,PEN | ITO | CuPc | PEI | Perovskite | PCBM-60 | BCP | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.96,18.9,0.8,14.5
11255,10.1016/j.electacta.2019.06.050,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,0.428571429,1.03,19.8,0.73,14.9
11256,10.1016/j.electacta.2019.06.050,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,0.428571429,1.13,22.4,0.78,19.7
7899,10.1016/j.jechem.2019.03.023,SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.222222222,0.871,19.34,0.73,12.36
7900,10.1016/j.jechem.2019.03.023,SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.222222222,0.894,18.93,0.675,11.42
7898,10.1016/j.jechem.2019.03.023,SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2.333333333,0.897,19.25,0.7,12.13
7897,10.1016/j.jechem.2019.03.023,SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,2.333333333,0.902,19.25,0.75,13.03
7896,10.1016/j.jechem.2019.03.023,SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,5.666666667,0.903,19.25,0.7,12.13
7895,10.1016/j.jechem.2019.03.023,SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,5.666666667,0.908,19.98,0.76,13.83
7901,10.1016/j.jechem.2019.03.023,SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,5.666666667,0.908,19.983,0.723,13.83
7902,10.1016/j.jechem.2019.03.023,SLG | FTO | NiO-c | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,5.666666667,1.113,20.031,0.688,15.34
35329,10.1016/j.nanoen.2017.09.009,PET | ITO | CzPAF-TPA | Perovskite | PCBM-60 | ZnO-np | Ag,0.11,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1,0.89,16.15,0.724,10.44
35330,10.1016/j.nanoen.2017.09.009,PET | ITO | CzPAF-TPA | Perovskite | PCBM-60 | ZnO-np | Ag,0.11,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1,0.9,18.97,0.728,12.42
35331,10.1016/j.nanoen.2017.09.009,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | ZnO-np | Ag,0.11,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1,1.03,19.82,0.721,14.6
35332,10.1016/j.nanoen.2017.09.009,SLG | ITO | CzPAF-TPA | Perovskite | PCBM-60 | ZnO-np | Ag,0.11,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1,1.05,20,0.746,15.67
38228,10.1016/j.solener.2020.05.041,SLG | FTO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,0.2,FA,Pb,I,FAPbI,1.5,DMF; DMSO,4,0.6,16.6,0.4,4.3
19694,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.77,13.97,0.427,4.6
19697,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.777,17.46,0.498,6.75
19700,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.779,12.35,0.61,5.86
19695,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.78,12.61,0.54,5.31
19696,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.782,17.07,0.413,5.52
19689,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.791,14.71,0.362,4.2
19693,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.806,16.8,0.39,5.28
19699,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.808,16.73,0.442,5.97
19698,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.815,16.21,0.396,5.24
19691,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.822,14.98,0.387,4.77
19690,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.831,16.06,0.405,5.41
19692,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.852,17.16,0.463,6.76
19682,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.903,22.08,0.654,13.03
19683,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.912,22.18,0.654,13.22
19685,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.939,21.98,0.634,13.08
19688,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.948,22.14,0.643,13.5
19678,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.949,23.37,0.655,14.52
19686,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.954,22.42,0.626,13.4
19687,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.955,22.17,0.664,14.05
19681,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.96,21.97,0.617,13.02
19679,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.966,23.12,0.656,14.66
19677,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.97,23.04,0.643,14.37
19684,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,0.998,22.81,0.619,14.08
19680,10.1016/j.spmi.2017.09.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,1.5,1.027,19.86,0.614,12.53
27583,10.1021/acsaem.9b00391,PET | ITO | SnO2-np | KCl | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,14.08450704,1.04,21.58,0.71,15.94
27582,10.1021/acsaem.9b00391,PET | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,14.08450704,1.05,21.21,0.71,15.87
27585,10.1021/acsaem.9b00391,PET | ITO | SnO2-np | KCl | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,14.08450704,1.08,21.5,0.76,18.53
27584,10.1021/acsaem.9b00391,PET | ITO | SnO2-np | KCl | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,14.08450704,1.08,21.7,0.73,17
27586,10.1021/acsaem.9b00391,PET | ITO | SnO2-np | KCl | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.5,DMF; DMSO,14.08450704,1.11,21.12,0.65,15.16
2247,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | Rhodamine 101 | LiF | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.794,19.51,0.52,8.11
2246,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | Rhodamine 101 | LiF | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.846,19.91,0.56,9.4
2249,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | Rhodamine 101 | LiF | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.982,20.26,0.69,13.74
2248,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | Rhodamine 101 | LiF | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,0.987,20.57,0.7,14.12
2251,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | Rhodamine 101 | LiF | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.012,20.78,0.7,14.76
2250,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | Rhodamine 101 | LiF | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.013,20.94,0.73,15.43
2528,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | PCBM-60 | Rhodamine 101 | LiF | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.019,20.58,0.73,15.27
2254,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | Rhodamine 101 | LiF | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.025,21.08,0.68,14.8
2332,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | C60 | BCP | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.026,21.22,0.76,16.63
2252,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | Rhodamine 101 | LiF | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.037,21.36,0.73,16.27
2843,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | C60 | BCP | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.038,21.08,0.75,16.51
2331,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | C60 | BCP | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.038,21.51,0.77,17.09
2255,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | Rhodamine 101 | LiF | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.039,20.81,0.67,14.22
2253,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | Rhodamine 101 | LiF | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.039,21.21,0.72,15.93
2842,10.1021/acsami.8b12675,SLG | ITO | P3CT-Na | Perovskite | NDP-V | C60 | BCP | Ag,0.09,MA,Pb,I,MAPbI,1.5,DMF; DMSO,4,1.046,21.43,0.78,17.38
